"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1245.14/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x6b482f5a4ecc27267708d3392574b547b9c49423cfe59e6a55aa0b4eb7a3fa6c","15933884","1668014027","2022-11-09 17:13:47","0x1928fd290d9819d8cc46cec0e95b66e1f570ff48","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.006291370473731658","7.83363703166224","1104.17","","","0xe46a96ba",""
"0x93ab86ad099961c8cc69e9c9cd70dbda59c74ef4f7f64898c83771541ab21d0c","15933884","1668014027","2022-11-09 17:13:47","0xa2b04c4221d7c6f66b22e535049ad5a72122d32c","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.006291370473731658","7.83363703166224","1104.17","","","0xe46a96ba",""
"0x21e2f578923196f186c03827d23e56156c8c9bb446c2a72fab9120cdf6e5b02a","15933887","1668014063","2022-11-09 17:14:23","0xd9b541323c1c5dcd4f63b96f59995f7827e0f210","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.9","0","1120.626","0.005427944680344927","6.75855103928468","1104.17","","","0xe46a96ba",""
"0xa3b5fe66f6978fa5eb8247f820e455482829bc0f613a64378bf60fa7401db520","15933888","1668014075","2022-11-09 17:14:35","0x75edf1eb29d616706db52006c45e85d7848e2f0e","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.45","0","1805.453","0.005814797310962795","7.24023672377221","1104.17","","","0xe46a96ba",""
"0x80c6738b66b3b21319320a2c6c67aa570a27437fe1ebace6a7e31644dd96c642","15933888","1668014075","2022-11-09 17:14:35","0x28d46a36304262f51eeef4b99d75d839c1eb993d","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.006251899776408477","7.78449048759725","1104.17","","","0xe46a96ba",""
"0x0dba71715eda3320214b60ac98fb85d338edbe26d7f4270da990c673858f56d0","15933888","1668014075","2022-11-09 17:14:35","0x681a64617e1083c36cbebbd8ac9e64938d3c2591","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.005019112936915092","6.24949828227046","1104.17","","","0xe46a96ba",""
"0x29f8b51475e9ac59afe78f3aacc54a84d92b869aa13962e51a60ea1c3f8c4bce","15933889","1668014087","2022-11-09 17:14:47","0xcbc788a0e5a2f8417dddb63a1da36243ec54e17a","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.45","0","1805.453","0.00594272079736449","7.39951937363042","1104.17","","","0xe46a96ba",""
"0x5eb18edc582734691b88482250bb5f6ca363238b382e16ad49b89da7c0033b50","15933890","1668014099","2022-11-09 17:14:59","0x7d0e864c2510f212a64cd56f1a1c4773079a4759","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.005156122813068444","6.42009475946404","1104.17","","","0xe46a96ba",""
"0x20e70a2ecc2270485a31341297b7cf1abf1d01fd3fce91c94a9905ce9c2b7984","15933892","1668014123","2022-11-09 17:15:23","0x7a11f9063317e2f7320818f4dc888a4818eee002","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.005756917011548607","7.16816764775963","1104.17","","","0xe46a96ba",""
"0xf6bac9d4480b7aef3982a49569adf2438a78aef94deb7ef7cfd1cc917e12f5f3","15933893","1668014147","2022-11-09 17:15:47","0x172c015dab2ab790f5c639cdb996a29349a72086","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.35","0","435.799","0.005166875970215177","6.43348394555373","1104.17","","","0xe46a96ba",""
"0x685f048b85f4fa58b87039029920b0db5795a64811240b39f8b1c54fb89a2611","15933893","1668014147","2022-11-09 17:15:47","0x037548ac0a044fc7f2cf821cd827f6c77990fbfe","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.005176228966043796","6.44512973477977","1104.17","","","0xe46a96ba",""
"0x1c04653040433bfb1860725a3812362da3b5431c1a445e51b9110be01b16e4e0","15933893","1668014147","2022-11-09 17:15:47","0x38e16759e7b889100fa14928c56fdd623d5c9a48","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.9","0","1120.626","0.005630551949946921","7.01082545495691","1104.17","","","0xe46a96ba",""
"0x804c5209e785514663171a5e72d05f74aa90af24021bc87454ebd62adaf9cf33","15933895","1668014171","2022-11-09 17:16:11","0xa77615d23694093a53204e16f2b9194253be8c0b","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1","0","1245.14","0.005744878098238708","7.15317751524095","1104.17","","","0xe46a96ba",""
"0x34cb9ebcab975606d9906fc3df269305fe098b55a585972f1ece1445b6eff50b","15933897","1668014195","2022-11-09 17:16:35","0x67361047c8dc6fa1ac31b97ec273372133e00b83","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.45","0","1805.453","0.00615069031835354","7.65847054299473","1104.17","","","0xe46a96ba",""
"0xe1234e67cf8f348fe801db9238b686606fa7d213a5be84f2ef4db00ec0bc1ceb","15933897","1668014195","2022-11-09 17:16:35","0xfc7355bf612fb59043b0ac3d728942f41a3e3905","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.9","0","1120.626","0.005774526236335684","7.19009359791101","1104.17","","","0xe46a96ba",""
"0xf2d3421ec6ec04c69065c7954853c888e2bd029f36da3416c4b52f72c4301d9a","15933898","1668014207","2022-11-09 17:16:47","0x80a3a0aee4d8382210d7b206e2dd8fd15f755506","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.1","0","1369.654","0.00574454304310404","7.15276032469056","1104.17","","","0xe46a96ba",""
"0xf386bf1d494b33212bb22645e600de51e09944c1c4b5c5d93fb27f66eed61d45","15933898","1668014207","2022-11-09 17:16:47","0xe81c6219ec71000eb459f9498331297287ecd8a1","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.005364922020809904","6.68007900499124","1104.17","","","0xe46a96ba",""
"0x164e9787ed991fcaac750ecf85cd028db91d5857a5f75cb16c3a6f6bf1250078","15933898","1668014207","2022-11-09 17:16:47","0x1ca5281a4645b5a2ab4ffd9b95aff739689e6b65","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.006682645958344524","8.3208297885731","1104.17","","","0xe46a96ba",""
"0x1b2ae7da792669064e1cfa086e37d458380b260ab54ea8ad9056555ed36b08f5","15933900","1668014231","2022-11-09 17:17:11","0xa77615d23694093a53204e16f2b9194253be8c0b","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.002175307873728033","2.70856284589372","1104.17","","","0xe46a96ba",""
"0x67bde95c951b6f2358deed00b59c7775d4774a2156492c22c179fb70e5c9e3da","15933901","1668014243","2022-11-09 17:17:23","0x36de0b70f1fa7adc277dd609f8ac1155967f2890","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.9","0","2365.766","0.006172353455964658","7.68544418215983","1104.17","","","0xe46a96ba",""
"0x2b84cdf4cedc8f94cb7eb4a8a4934bf95af2903647e329b924957fa71be2af8d","15933903","1668014267","2022-11-09 17:17:47","0xf8a065f287d91d77cd626af38ffa220d9b552a2b","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.00502458222443994","6.25630831093915","1104.17","","","0xe46a96ba",""
"0x659d4bd238e83b4322fd0e8d0c1d27eb49c7bba3be518de1112de62c049f73e1","15933904","1668014279","2022-11-09 17:17:59","0xa77615d23694093a53204e16f2b9194253be8c0b","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.001821353716655844","2.26784036675686","1104.17","","","0xe46a96ba",""
"0x62e6587d6b4fad370b2009bb19e929267891c47b010b61d7b4a8df3793938482","15933904","1668014279","2022-11-09 17:17:59","0x73d2db35289e67770045e41b13ae8dc3d3890cf4","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.1","0","1369.654","0.00492117046407732","6.12754619164123","1104.17","","","0xe46a96ba",""
"0xf6711eed6a71aaae6575f71b955aabfb9da1d6c942ac7db7d2a3a799d7afa0b5","15933904","1668014279","2022-11-09 17:17:59","0xd72fb1d0d87c887390dbde5f275202e147f8b13b","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1","0","1245.14","0.004584515417203656","5.70836352657696","1104.17","","","0xe46a96ba",""
"0x9690bac5ada7fc5dfaaded664b7ccd3a50275c70d9c6e6bb8252ce5349b6c07c","15933904","1668014279","2022-11-09 17:17:59","0x9ce8b4710b20dd544e61342893c76b22d19173b6","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.005724813908665692","7.128194790236","1104.17","","","0xe46a96ba",""
"0x311bd14dda28c3c983b29a4948f440f31e16c9b99309a28c846236da7c7ca954","15933905","1668014291","2022-11-09 17:18:11","0x54be3a794282c030b15e43ae2bb182e14c409c5e","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.007220951206670646","8.99109518547389","1104.17","","","0xe46a96ba",""
"0x62e6b8789c9bb5753ee275596207e012250ae1d491bb4ef99f881ad1b96d4923","15933906","1668014303","2022-11-09 17:18:23","0xc6f88ad05a1fe2a00017928222c8fed2c7e35191","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.00506821579375338","6.31063821343408","1104.17","","","0xe46a96ba",""
"0x53b373101fe757b490933e0d15cecdf30d9e2334ff5d6d97006d4241f6a2400d","15933907","1668014315","2022-11-09 17:18:35","0x5f20abebe0ba11a9dc0f08e654e416bbee8979f9","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.004934425859879004","6.14405101516974","1104.17","","","0xe46a96ba",""
"0x1dbac670e307b09dbbed85b7e70ab95a46bd800ebb4f1a290e7910b18eeb35bd","15933907","1668014315","2022-11-09 17:18:35","0xe22a36dc96688cab8b346118dbd90a96aa607a14","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.006146411989095999","7.65314342410299","1104.17","","","0xe46a96ba",""
"0xeb68b1ef21bf69dce5704d5b108a1e7ddc02d8aaa454a7506838aa32d54d4f4f","15933908","1668014327","2022-11-09 17:18:47","0xa77615d23694093a53204e16f2b9194253be8c0b","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.35","0","435.799","0.001936365829966152","2.41104654952405","1104.17","","","0xe46a96ba",""
"0xbe16ef17b7703d75303440b1f0a749171fcaa3bace235c442f9d7780dbb18f4e","15933909","1668014339","2022-11-09 17:18:59","0x1572d06d995651b2717df78f0d31f86b6d34200a","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.004795938789665188","5.97161522456371","1104.17","","","0xe46a96ba",""
"0xd37231cd91f9aac4f37e02e3d4088c7ad6c6e9ee4f1b40b6dcfe6a1917650e11","15933913","1668014387","2022-11-09 17:19:47","0x762b34974ecdbcf8d9015125a48f7b4b6cbaa205","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.9","0","1120.626","0.005130513064511372","6.38820703714569","1104.17","","","0xe46a96ba",""
"0x1f25d6cd615f1c5b55813bacf3794ea94c703d1ea0d9a1e321b06651c41f22b1","15933916","1668014423","2022-11-09 17:20:23","0x1572d06d995651b2717df78f0d31f86b6d34200a","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.001836581442098832","2.28680101681494","1104.17","","","0xe46a96ba",""
"0xc4db537d8613fab47864e631c2c8657f576dc93f5f8cc570ef4bb1e17efe76d2","15933916","1668014423","2022-11-09 17:20:23","0x309afe0887987a972c4cd0992d68b525de501cad","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.9","0","1120.626","0.005039960509533456","6.27545642884049","1104.17","","","0xe46a96ba",""
"0x869134b5bb05a6486d52886bb1d4b9a9b703e184185c5e94eef850a1d25c2811","15933917","1668014435","2022-11-09 17:20:35","0xb12a3371ca70b75976a9b3ae9ac9240a0ad5364c","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.9","0","1120.626","0.005033820710692512","6.26781151971168","1104.17","","","0xe46a96ba",""
"0x80759e733a0fe549caff55df53d983ead4f71b8a9aed9f78a9f69c202fd8433d","15933919","1668014459","2022-11-09 17:20:59","0xd7cd11c6c8dedf99baf782551094d482b8ad4cf5","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.00597621714018705","7.4412270099325","1104.17","","","0xe46a96ba",""
"0x9e945fbd20197c64f94a45374cf829cd299071ada2164cf2c6073db32295e551","15933921","1668014483","2022-11-09 17:21:23","0xf23caa76297d547895fa5fc382f906825dfdc04f","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.006002534344494402","7.47399561370376","1104.17","","","0xe46a96ba",""
"0xef300f6282c3dbe218f6a292a7c9c6b190da98066ed6a2fdab793235ed99f8b3","15933925","1668014531","2022-11-09 17:22:11","0xc4617ffe8831bd7e2ec8a11d26d1a377f03bc30a","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.00615142640586096","7.65938707499372","1104.17","","","0xe46a96ba",""
"0xc760f5e86c327414384eb99b9e2e1caa9125a3f4a0c43585005b6eb28d1db3ea","15933927","1668014555","2022-11-09 17:22:35","0x23bc582e74f7d138420e243560d8b5f79c196042","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1","0","1245.14","0.005024830049661862","6.25661688803597","1104.17","","","0xe46a96ba",""
"0xb5b1954791630e8ed6c547b6d37960c1c5819bae112dd3cd980b84bec24e314e","15933930","1668014591","2022-11-09 17:23:11","0x0aec94fdb92e72fce21f80176f22b0cc5002d92c","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.9","0","1120.626","0.005871870205169079","7.31130046726423","1104.17","","","0xe46a96ba",""
"0x09c528b4269e9cf9c741b258cbc8a4d0fb709338fefce3f8fe655979af9e7773","15933930","1668014591","2022-11-09 17:23:11","0x205ad473f39b7b8e00039516694c0d042de14166","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.006724521335437569","8.37297049560673","1104.17","","","0xe46a96ba",""
"0x0e6070786194621d0b6d74179604066cdb32c4c95ed650274a307f2896aa072b","15933932","1668014615","2022-11-09 17:23:35","0x5f197b6c44ad1aa8062a3919b3f00be2b35835b9","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.55","0","1929.967","0.006204250783446004","7.72516082049996","1104.17","","","0xe46a96ba",""
"0xea88008c5e3f79167a475ff38ec8de50f837e5a8a8be6ca77fba1367501437f1","15933932","1668014615","2022-11-09 17:23:35","0x1a969604e7c715324906bccc5f82d609d2e0c0f2","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.9","0","1120.626","0.006207617025237322","7.729352262804","1104.17","","","0xe46a96ba",""
"0x8e46e1ca29e66b5ea13fae7b91646ab91380e66ea80f5afddc6e8bd92df929b2","15933935","1668014651","2022-11-09 17:24:11","0x3055bc8db0a3998500bef8bc0980f03f47f8a3d4","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1","0","1245.14","0.005220293062612628","6.49999570398149","1104.17","","","0xe46a96ba",""
"0xcfac02593bda1de891da8e2f38e4bb60259b68b03a9ba04a568c168740bf7972","15933935","1668014651","2022-11-09 17:24:11","0x1c031f3172c0a668a165570b9f28660d74a28204","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.006518727414463446","8.11672825284502","1104.17","","","0xe46a96ba",""
"0x19f7e1089a6d3c85c588b5f9da3c0ad8c9960f4aa5c82c3e11d5cb71e868b0fa","15933941","1668014723","2022-11-09 17:25:23","0x69f35bed06115dd05ab5452058d9dbe8a7ad80f1","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.007203769432018191","8.96970147058313","1104.17","","","0xe46a96ba",""
"0xd35764ad64b0baa6ffffd369acff40e07c6b6412cb9db75509e70c0d1c3c9d4b","15933942","1668014735","2022-11-09 17:25:35","0x3245d7659409e1dfa25878c02273b5e86e74f2c3","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.007228576787038263","9.00059010061282","1104.17","","","0xe46a96ba",""
"0x59c84fb3eaf515d912074126dadacc627a59e5706b2bbec603d821d02cae085a","15933944","1668014759","2022-11-09 17:25:59","0x719863cdc6dd4023ecd95ac510ce3a30a600bf36","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.9","0","2365.766","0.006580106755173112","8.19315412513625","1104.17","","","0xe46a96ba",""
"0x3aacfb678d766bd15c814c8cdce4a72c19095e43fcd70b65a34df31dbce968bf","15933947","1668014795","2022-11-09 17:26:35","0x992b3d3998cf91e67c32153fa5f9a810c49c5056","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.006866709359508144","8.55001449189797","1104.17","","","0xe46a96ba",""
"0x480f9e99d971056abfc48eff4d7ea7be24dd10fcdffa1b5f70268259a2a3b22d","15933949","1668014819","2022-11-09 17:26:59","0xca1ee6abeaa8d61c9d3e73c94d7bdb9fbc114138","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.006665941600022907","8.30003052385252","1104.17","","","0xe46a96ba",""
"0xe731df67d6ca2e4f986e5e3782a0cfa9492023058f904c67d6632e88a875b668","15933951","1668014843","2022-11-09 17:27:23","0xb40f837b8e32ce6768179243c1c63f0096e733e5","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.005415562963220442","6.7431340680243","1104.17","","","0xe46a96ba",""
"0x2a03540a96fac2d15527bdc46319b209b5ac1e8fec72e64fccddf36835f2d0d1","15933954","1668014879","2022-11-09 17:27:59","0x4ae763e6f4241058fa35fe9a682cd4f59d3fd4a8","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.9","0","2365.766","0.006530565340085241","8.13146812755374","1104.17","","","0xe46a96ba",""
"0x4169fbfe1c776aa68a72060b79b23639ac0ac1bc3677eacf8b86990781ab53a9","15933954","1668014879","2022-11-09 17:27:59","0xd7cf9bf128c51893ef94ee0ebe7e41f2972603cf","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1","0","1245.14","0.005544753840772674","6.90399479729969","1104.17","","","0xe46a96ba",""
"0xf9b34d830be592d14db1821750fa895dc96b90633f552e82d2c18435095da0e5","15933955","1668014891","2022-11-09 17:28:11","0xa69f62a2e45baa788b1063e34b9ceaa0cdf693be","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.9","0","2365.766","0.006401969880721415","7.97134877728146","1104.17","","","0xe46a96ba",""
"0xd0ca037f7a7f2e4ef18ed9c52fbb20984cc6800830cce9fc652b7dc7b58bd383","15933956","1668014903","2022-11-09 17:28:23","0x309afe0887987a972c4cd0992d68b525de501cad","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1","0","1245.14","0.002204544628143423","2.7449666982865","1104.17","","","0xe46a96ba",""
"0x0cf4acdf256445fce1093f60ec1294618abac4aa1360e94cd0c3201978765d8b","15933959","1668014939","2022-11-09 17:28:59","0xa0fd6c8735984fdba1403fb45019e76821d4a8ff","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.45","0","1805.453","0.006706979","8.35112783206","1104.17","","","0xe46a96ba",""
"0x780e00027ce5a54db6b4df17780ee6892ea79004b0155ca87dd0781354eb1b5a","15933959","1668014939","2022-11-09 17:28:59","0x0459f2b0d1fc7394e4ec12d28147e6a086cf26e7","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.00535207817325016","6.6640866166407","1104.17","","","0xe46a96ba",""
"0xc6ee338b10f355bcfb95466ac3f6c64d9a12a91783b2b5fd02856c0964f3716a","15933959","1668014939","2022-11-09 17:28:59","0x4c0f8b58358dc48cc4128256d3758377798914fe","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.9","0","2365.766","0.00628852397785612","7.83009274578777","1104.17","","","0xe46a96ba",""
"0x7775f19354532a1ebdaa897735f59ed87169c0704b1e5a6bf42e6deddc1213cf","15933960","1668014951","2022-11-09 17:29:11","0x6433eaea2580aa69f0167ec78a6cf0063d578cfe","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.007259811902336079","9.03948219207475","1104.17","","","0xe46a96ba",""
"0xf430427662b5a276ccc6009cf9d1ac2d43a11a2b38c5296e7f825ff664ed86d9","15933961","1668014963","2022-11-09 17:29:23","0x7e9587de2c6ac433aacce463079f2e1fb736a00a","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.007108229872642014","8.85074134362148","1104.17","","","0xe46a96ba",""
"0xaaed3ae306bd45384b764bf490608fd9f9038cf071eafbfafa444c4d62c65f4c","15933964","1668014999","2022-11-09 17:29:59","0xcd05516d2a4fa550fef59ab32e7dcc9269b24c3d","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.007426519105216995","9.24705599866989","1104.17","","","0xe46a96ba",""
"0xfdde09dcc898e6f3fc8bc9cd995482f36c530c5adeb0d2d24367c8c77881145b","15933965","1668015011","2022-11-09 17:30:11","0xcd5d50ca310a5f596cb7022b7f27be2a6588d9cc","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.007602987759998967","9.46678417948511","1104.17","","","0xe46a96ba",""
"0x12253574846a8bd3ae9e9537976e46e3b77f832f501a4964dfb9aa6ba312153e","15933969","1668015059","2022-11-09 17:30:59","0x1b8d42f0451bc9077e58b1681abd874f174f376c","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.006590653404687792","8.20628618031296","1104.17","","","0xe46a96ba",""
"0xde7f02d3910689fa5eb18c83d25fec10df8ac8b38337ba1df4307cd765d244fa","15933970","1668015071","2022-11-09 17:31:11","0xb2eb2a0d49ecbb696a33025a504fde2deaaff877","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.9","0","1120.626","0.007106789924043693","8.84894840602376","1104.17","","","0xe46a96ba",""
"0xc016948c6a9a82881d03a4f7de447e272b75992bd2aa202dbadf0c962e6344ba","15933971","1668015083","2022-11-09 17:31:23","0x9b921fad875b06183d3992a125026c89915d71f6","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","0.55","0","684.827","0.00692476272492422","8.62229905931214","1104.17","","","0xe46a96ba",""
"0xcdd77139f7f16a92f9ffedc33dfb076fcd91241befa3ad5e538e9a3e5454c028","15933972","1668015095","2022-11-09 17:31:35","0x4930d3d0a85848f25b6f89e99708909a82f853e8","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1","0","1245.14","0.006866050573323788","8.54919421086838","1104.17","","","0xe46a96ba",""
"0xc2f6e034d83e7cc1bf4f1e2a8d9e02df20c9ac416953c1439e7b7b8def5b7dbb","15933974","1668015119","2022-11-09 17:31:59","0x9b921fad875b06183d3992a125026c89915d71f6","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","1.9","0","2365.766","0.003885977599820928","4.83858614864103","1104.17","","","0xe46a96ba",""
"0xec122a57cbe186dd101fd0b633eb58742022258e4b9e88a4c5ed4950067ae188","15933975","1668015131","2022-11-09 17:32:11","0x2bf8f06adc558fb713fa2ccc221c9bcc72dbf75d","0x71534ecf6dfc97f8cc740717fd67f2efaa00c04b","","2.45","0","3050.593","0.008742065402441304","10.8850953151958","1104.17","","","0xe46a96ba",""
